Group,Sl_No,Name_of_Lab,State,Status,OSL_Code,Recognition_Valid_Upto,Remarks
GROUP-2,220,"ICAR-N ational Research Centre on Camel, Bikaner",Rajasthan,Govt,8158804,
GROUP-2,221,"ICAR-N ational Research Centre on Equines, Hisar",Haryana,Govt,9158904,
GROUP-2,222,"ICAR-N ational Research Centre on Meat, Hyderabad",Telengana,Govt,6159004,
GROUP-2,223,"ICAR-N ational Research Centre on Mithun, Medziphema, Nagaland",Nagaland,Govt,5159104,
GROUP-2,224,"ICAR-N ational Research Centre on Orchids, Pakyong, Sikkim",Sikkim,Govt,5159204,
GROUP-2,225,"ICAR-N ational Research Centre on Pig, Guwahati",Guwahati,Govt,5159304,
GROUP-2,226,"ICAR-N ational Research Centre on Plant Biotechnology, New Delhi",Delhi,Govt,8159404,
GROUP-2,227,"ICAR-N ational Research Centre on Seed Spices, Ajmer",Rajasthan,Govt,8159504,
GROUP-2,228,"ICAR-N ational Research Centre on Yak, West Kemang",Arunachal Pradesh,Govt,5159604,
GROUP-2,229,"ICAR-N ational Centre for Integrated Pest Management, New Delhi",Delhi,Govt,8159704,
GROUP-2,230,"Nationa l Research Centre on Integrated Farming (ICAR-NRCIF),Motihari",Bihar,Govt,5159804,
GROUP-2,231,"ICAR-N ational Bureau of Plant Genetics Resources, New Delhi",Delhi,Govt,8159904,
GROUP-2,232,"ICAR-N ational Bureau of Agriculturally Important Micro-organisms, Mau, Uttar Pradesh",U.P.,Govt,9160004,
GROUP-2,233,"ICAR-N ational Bureau of Agricultural Insect Resources, Bengaluru",Karnatka,Govt,6160104,
GROUP-2,234,"ICAR-N ational Bureau of Soil Survey and Land Use Planning, Nagpur",Maharashtra,Govt,7160204,
GROUP-2,235,"ICAR-N ational Bureau of Animal Genetic Resources, Karnal",Haryana,Govt,9160304,
GROUP-2,236,"ICAR-National Bureau of Fish Genetic Resources, Lucknow",U.P.,Govt,9160404,
GROUP-2,237,"ICAR-D irectorate of Groundnut Research, Junagarh",Gujarat,Govt,7160504,
GROUP-2,238,"ICAR-D irectorate of Soybean Research, Indore",M.P.,Govt,8160604,
GROUP-2,239,"ICAR-D irectorate of Rapeseed & Mustard Research, Bharatpur",Rajasthan,Govt,8160704,
GROUP-2,240,"ICAR-D irectorate of Mushroom Research, Solan",H.P.,Govt,9160804,
GROUP-2,241,"ICAR-Directorate on Onion and Garlic Research, Pune",Maharashtra,Govt,7160904,
GROUP-2,242,"ICAR-D irectorate of Cashew Research, Puttur",Karnatka,Govt,6161004,
GROUP-2,243,"ICAR-D irectorate of Medicinal and Aromatic Plants Research, Anand",Gujarat,Govt,7161104,
GROUP-2,244,"ICAR-D irectorate of Floricultural Research, Pune, Maharashtra",Maharashtra,Govt,7161204,
GROUP-2,245,"ICAR-D irectorate of Weed Research, Jabalpur",M.P.,Govt,8161304,
GROUP-2,246,"ICAR-P roject Directorate on Foot & Mouth Disease, Mukteshwar",Uttarakhand,Govt,9161404,
GROUP-2,247,"ICAR-D irectorate of Poultry Research, Hyderabad",Telengana,Govt,6161504,
GROUP-2,248,"ICAR-D irectorate of Knowledge Management in Agriculture (DKMA), New Delhi",Delhi,Govt,8161604,
GROUP-2,249,"ICAR-D irectorate of Cold Water Fisheries Research, Bhimtal, Nainital",Uttarakhand,Govt,9161704,
GROUP-2,250,"Farm M achinery and Power Engineering, College of Agricultural Engineering and Technology (PAU), Ludhiana",Punjab,Govt,9162634,
GROUP-2,251,"Nationa l Test House, Guwahati",Assam,Govt,5163214,
GROUP-2,252,"Northe rn India Textile Research Association, Ghaziabad",U.P.,Govt,8163504,
GROUP-2,253,"Bhavan s Research Centre (BRC), Mumbai",Maharashtra,Govt,7163714,
GROUP-2,254,"Nationa l Sugar Institute, Kanpur",U.P.,Govt,9164114,
GROUP-2,255,"Central Institute of Hand Tools, Jalandhar",Punjab,Govt,9164435,
GROUP-2,256,"The So uth India Textile Research Association, Coimbatore",Tamilnadu,Govt,6165234,
GROUP-2,257,"Region al Reference Standard Laboratory, Bhubaneswar",Odisha,Govt,5165624,
GROUP-2,258,"Region al Reference Standard Laboratory, Ahemdabad",Gujarat,Govt,7168204,
GROUP-2,259,"Tamil N aduVeterinary and Animal Sciences University, Chennai",Tamilnadu,Govt,6168114,
GROUP-2,260,"Nationa l Forensic Sciences University, Gandhi Nagar",Gujarat,Govt,7170534,
GROUP-2,261,"Footwe ar Design & Development Institute, Chennai",Tamil Nadu,Govt,6172504,
GROUP-2,262,"Ahmed abad Textile Industry's Reserach Association, Ahmedabad",Gujarat,Govt,7173002,
GROUP-2,263,"Food T esting Laboratory, NIFTEM Thanjavur",Tamil Nadu,Govt,6172804,
GROUP-2,264,"Water Q uality Laboratory, Roorkee",Uttarakhand,Govt,9172904,
GROUP-2,265,"Fire En gineering Research Laboratory, Ghandhinagar",Gujarat,Govt,7173934,
GROUP-2,266,"The Sy nthetic and Art Silk Mills' Research Association, Mumbai",Maharashtra,Govt,7175004,
GROUP-2,267,"Indian Institute of Packaging, Delhi",Delhi,Govt,8177901,
GROUP-2,268,"Nationa l Fire Service College, Nagpur",Maharashtra,Govt,7178804,
GROUP-2,269,MSME -Testing Station Kolhapur,Maharashtra,Govt,7179134,
GROUP-2,270,"The Ma n Made Textile Research Association, Surat",Gujarat,Govt,7179304,
GROUP-2,271,"Central Quality Control Laboratory- Rubber Board, Kottayam",Kerala,Govt,6179404,
GROUP-2,272,"Electro nics Test & Development Centre, North Goa",Goa,Govt,6180624,
GROUP-2,273,"Electro nics Test and Development Center, STQC Directorate, Hyderabad.",Telangana,Govt,7180724,
GROUP-2,274,"Electro nics Test and Development Centre, Guwahati",Assam,Govt,5181024,
GROUP-2,275,"Electro nics Test and Development Centre, Chennai",Tamil Nadu,Govt,6180924,
GROUP-2,276,"MSME TESTING STATION, HYDERABAD",Telangana,Govt,6181104,
GROUP-2,277,"ELECT RONICS TEST AND DEVELOPMENT CENTRE,BANGALORE",Karnataka,Govt,6181224,
GROUP-2,278,"Electro nics Test and Development Centre, Jaipur",Rajasthan,Govt,8181324,
GROUP-2,279,STQC ETDC SOLAN,HP,Govt,8181424,
GROUP-2,280,"Electro nics Regional Test Laboratory (South), Thiruvananthapuram",Kerala,Govt,6181524,
GROUP-2,281,"Electro nics Test and Development Centre, Pune",Maharashtra,Govt,7181624,
GROUP-2,282,"Electro nics Test and Development Centre, Mohali",Punjab,Govt,9181724,
GROUP-2,283,ETDC Ajmer,Rajasthan,Govt,8181824,
GROUP-2,284,"Electro nics Test and Development Centre, Agartala",Tripura,Govt,5181924,
GROUP-2,285,"Wool R esearch Association, Thane",Maharashtra,Govt,7182504,
GROUP-2,286,MSME TESTING STATION,Puducherry,Govt,6183904,
GROUP-2,287,"CSIR- Central Building Research Institute, Haridwar",Uttarakhand,Govt,9184204,
GROUP-2,288,"JAWA HARLAL NEHRU ALUMINIUM RESEARCH DEVELOPMENT AND DESIGN CENTER, Nagpur",Maharashtra,Govt,7184804,
GROUP-2,289,"MSME - Testing Station, Jaipur",Rajasthan,Govt,8185014,
GROUP-2,290,"CSMC RI - Analytical Testing and Evaluation Laboratory, Bhavnagar",Gujarat,Govt,7185714,
GROUP-2,291,"INDIA N JUTE INDUSTRIES' RESEARCH ASSOCIATION, Kolkata",West Bengal,Govt,5186134,
GROUP-2,292,"MSME TESTING CENTER, Ahmadabad",Gujarat,Govt,7186204,
GROUP-2,293,"Indiano il Corporation Ltd (IOCL),Northeast Region Smart Laboratory, Betkuchi, Guwahati",Assam,Govt,5188714,
GROUP-2,294,"Indian Oil Corporation Ltd (IOCL) Panipat Marketing Complex Laboratory, Panipat",Haryana,Govt,9189614,
GROUP-2,295,"Indian Oil Corporation Ltd (IOCL) Jodhpur Terminal Laboratory, Jodhpur",Rajasthan,Govt,8189814,
GROUP-2,296,"Indian Oil Corporation Ltd (IOCL) Rewari Terminal Laboratory, Rewari",Haryana,Govt,8189914,
GROUP-2,297,"Indian Oil Corporation Ltd (IOCL) Jalandhar Terminal Laboratory, Jalandhar",Punjab,Govt,9190014,
GROUP-2,298,"Indian Oil Corporation Ltd, Rajbandh Terminal Laboratory, Rajbandh",West Bengal,Govt,5190214,
GROUP-2,299,"Indian Oil Corporation Ltd, Nishatpura Laboratory, Bhopal",Madhya Pradesh,Govt,8190314,
GROUP-2,300,"Ahmed abad Lab, Indian Oil Corporation Ltd, Ahmedabad",Gujarat,Govt,7190414,
GROUP-2,301,"PRAYA GRAJ TERMINAL SMART LABORATORY, PRAYAGRAJ",Uttar Pradesh,Govt,9190614,
GROUP-2,302,"Indian Oil Corporation Ltd (IOCL), Visakha Smart laboratory, Visakhapatnam",Andhra Pradesh,Govt,6190814,
GROUP-2,303,MOTIH ARI TERMINAL LABORATORY,Bihar,Govt,9190914,
GROUP-2,304,"Indian Oil Corporation Ltd (IOCL), Vijayawada Smart Laboratory",Andhra Pradesh,Govt,6191014,
GROUP-2,305,"INDIA N OIL CORPORATION LTD(IOCL) HAZIRA LABORATORY, Surat",Gujarat,Govt,7191114,
GROUP-2,306,INDIA N Oil Corporation Ltd (IOCL) Mughalsarai Terminal Laboratory,Uttar Pradesh,Govt,9191314,
GROUP-2,307,Korba Laboratory Indian Oil Corporation Ltd,Chhattisgarh,Govt,5191414,
GROUP-2,308,"Indian Oil Corporation Ltd, Tikrin Kalan Lab, North West Delhi",Delhi,Govt,8191514,
GROUP-2,309,"INDIA N OIL CORPORATION LIMITED (IOCL), DELHI TERMINAL LABORATORY",Delhi,Govt,8191614,
GROUP-2,310,"Indiano il Corporation Ltd (IOCL), Jharsuguda Smart Laboratory",Odisha,Govt,5191914,
GROUP-2,311,Indian Oil Corporation Ltd(IOCL) Bhubaneswar Terminal Laboratory,Odisha,Govt,5192114,
GROUP-2,312,"INDIA N OIL CORPORATION LIMITED, ASANUR SMART LABORATORY",Tamil Nadu,Govt,6192214,
GROUP-2,313,Bathind a Terminal Laboratory,Punjab,Govt,9192314,
GROUP-2,314,"Eastern Regional Laboratory, Howrah Terminal",West Bengal,Govt,5192414,
GROUP-2,315,Ratlam Smart Laboratory,Madhya Pradesh,Govt,8192614,
GROUP-2,316,"NDIAN OIL CORPORATION LIMITED (MD), PARADEEP LABORATORY",Odisha,Govt,5192714,
GROUP-2,317,Baraun i Smart Laboratory (IOCL),Bihar,Govt,9192914,
GROUP-2,318,PATNA SMART LAB (IOCL),Bihar,Govt,9193014,
GROUP-2,319,"IOCL, LUCKNOW SMART LAB, AMAUSI, LUCKNOW",Uttar Pradesh,Govt,9193114,
GROUP-2,320,"Bengal uru Smart Laboratory, Indian Oil Corporation Limited",Karnataka,Govt,6193214,
GROUP-2,321,NDIAN OIL CORPORATION LTD MEERUT TERMINAL LAB (IOCL),Uttar Pradesh,Govt,8193414,
GROUP-2,322,Indian Oil Corporation Ltd. (IOCL) Baitalpur Depot Laboratory,Uttar Pradesh,Govt,9193514,
GROUP-2,323,COCH IN SMART LABORATORY (IOCL),Kerala,Govt,6193614,
GROUP-2,324,"INDIA N OIL CORPORATION LIMITED, BHARTAPUR TERMINAL LABORATORY (IOCL)",Rajasthan,Govt,8193714,
GROUP-2,325,"INDIA N OIL CORPORATION LTD CENTRAL LAB, Mumbai",Maharashtra,Govt,7193814,
GROUP-2,326,"Indian Oil Corporation Ltd. (IOCL), Salem Smart Laboratory, Salem",Tamil Nadu,Govt,6193914,
GROUP-2,327,Indian oil corporation LTD (IOCL) Sangrur Terminal Laboratory,Punjab,Govt,9194014,
GROUP-2,328,"Indian Oil Corporation Ltd (IOCL), Madurai Smart Laboratory",Tamil Nadu,Govt,6194114,
GROUP-2,329,"INDIA N OIL CORPORATION LIMITED (IOCL), CHITTAURGARH TERMINAL LABORATORY",Rajasthan,Govt,8194214,
GROUP-2,330,"Indian Oil Corporation Limited (IOCL), Kandla Laboratory",Gujarat,Govt,7194414,
GROUP-2,331,KHAPR I LABORATORY (IOCL),Maharashtra,Govt,7194514,
GROUP-2,332,"Khunti Smart Laboratory, Indian Oil Corporation Limited (IOCL)",Jharkhand,Govt,9194614,
GROUP-2,333,Indian Oil Corporation Ltd (IOCL) Jaipur Smart Laboratory,Rajasthan,Govt,8194714,
GROUP-2,334,"Indiano il Corporation Ltd (IOCL), Southern Region Smart Laboratory, Chennai",Tamil Nadu,Govt,6195014,
GROUP-2,335,Indian oil corporation ltd (IOCL) Agra Terminal laboratory,Uttar Pradesh,Govt,9195114,
GROUP-2,336,"Indian Oil Corporation Ltd (IOCL), Jasidih Smart Laboratory",Jharkhand,Govt,5195214,
GROUP-2,337,Indian Oil Corporation Ltd. (IOCL) (MD) Leh Depot Laboratory,Jammu & Kashmir,Govt,9195414,
GROUP-2,338,"MANM AD LABORATORY (IOCL), Nashik",Maharashtra,Govt,7195514,
GROUP-2,339,"Indian Oil Corporation Ltd (IOCL) Roorkee Terminal Lab, Haridwar",Uttarakhand,Govt,9195914,
GROUP-2,340,"INDIA N OIL CORPORATION LIMITED (IOCL), CHITTOOR SMART LABORATORY",Andhra Pradesh,Govt,6196014,
GROUP-2,341,"Indiano il Corporation Ltd (IOCL), Siliguri Lab",West Bengal,Govt,5196114,
GROUP-2,342,"INDIA N OIL CORPORATION LIMITED (IOCL), TRICHY SMART LABORATORY",Tamil Nadu,Govt,6196214,
GROUP-2,343,"IndianO il Corporation Limited (IOCL), Haldia Smart Laboratory, Haldia",West Bengal,Govt,5196314,
GROUP-2,344,"Indian Oil Corporation Limited (IOCL), Port Blair Laboratory",Andaman & Nicobar,Govt,6196414,
GROUP-2,345,MALK APUR LABORATORY (IOCL),Telangana,Govt,6196614,
GROUP-2,346,VASCO LABORATORY (IOCL),Goa,Govt,7196714,
GROUP-2,347,Indian Oil Corporation (IOCL) Mathura Terminal Laboratory,Uttar Pradesh,Govt,9197314,
GROUP-2,348,"Indian Oil Corporation Ltd(IOCL), Kakinada Laboratory",Andhra Pradesh,Govt,6197814,
GROUP-2,349,MANG ALORE SMART LABORATORY (IOCL),Karnataka,Govt,6198214,
GROUP-2,350,"Indian Oil Corporation Limited (IOCL), Quality Control Laboratory, Lube Oil Blending Plant Asaoti, Palwal",Haryana,Govt,9198714,
